"Demographics","Subgroup","Total Cases","Year","Own-party feeling","Rival-party feeling"
"age and region","60+ in Nonsouth","249","1978","77","47.5"
"age and region","60+ in Nonsouth","238","1980","76.9","46.6"
"age and region","60+ in Nonsouth","218","1982","75.9","43.7"
"age and region","60+ in Nonsouth","342","1984","78.2","45.3"
"age and region","60+ in Nonsouth","298","1986","77.2","47.2"
"age and region","60+ in Nonsouth","307","1988","80.1","45.9"
"age and region","60+ in Nonsouth","327","1990","73.2","45.9"
"age and region","60+ in Nonsouth","390","1992","73.9","41.3"
"age and region","60+ in Nonsouth","281","1994","72.7","44.6"
"age and region","60+ in Nonsouth","280","1996","74.4","42.4"
"age and region","60+ in Nonsouth","177","1998","72.3","43.4"
"age and region","60+ in Nonsouth","256","2000","75.5","42"
"age and region","60+ in Nonsouth","176","2004","76.5","36.4"
"age and region","60+ in Nonsouth","277","2008","71.7","33.3"
"age and region","60+ in Nonsouth","246","2012","70.8","30.8"
"age and region","60+ in Nonsouth","824","2016","68.4","24.1"
"age and region","60+ in Nonsouth","1865","2020","73.8","16.7"
"age and region","60+ in Nonsouth","1430","2024","75.2","19.2"
"age and knowledge","Less knowledgeable 18-29","189","1978","66.5","48.9"
"age and knowledge","Less knowledgeable 18-29","89","1980","67.4","49.3"
"age and knowledge","Less knowledgeable 18-29","178","1982","72.1","43.4"
"age and knowledge","Less knowledgeable 18-29","213","1984","72.6","45.9"
"age and knowledge","Less knowledgeable 18-29","324","1986","71.9","47.4"
"age and knowledge","Less knowledgeable 18-29","187","1988","75.1","47.5"
"age and knowledge","Less knowledgeable 18-29","248","1990","67.8","48.5"
"age and knowledge","Less knowledgeable 18-29","191","1992","68.9","48.5"
"age and knowledge","Less knowledgeable 18-29","115","1994","67.5","47.4"
"age and knowledge","Less knowledgeable 18-29","54","1996","66.7","43.2"
"age and knowledge","Less knowledgeable 18-29","80","1998","69","50.8"
"age and knowledge","Less knowledgeable 18-29","93","2000","68.8","44.7"
"age and knowledge","Less knowledgeable 18-29","96","2004","68.7","44.5"
"age and knowledge","Less knowledgeable 18-29","221","2008","69.8","36"
"age and knowledge","Less knowledgeable 18-29","57","2012","66.3","40.5"
"age and knowledge","Less knowledgeable 18-29","215","2016","63.5","31.4"
"age and knowledge","Less knowledgeable 18-29","364","2020","69.9","22.1"
"age and knowledge","Less knowledgeable 18-29","177","2024","62","25"
"age and knowledge","More knowledgeable 18-29","250","1978","68.6","47.5"
"age and knowledge","More knowledgeable 18-29","204","1980","68.3","45"
"age and knowledge","More knowledgeable 18-29","80","1982","68.2","44.5"
"age and knowledge","More knowledgeable 18-29","189","1984","71.4","41.5"
"age and knowledge","More knowledgeable 18-29","111","1986","73.8","43.6"
"age and knowledge","More knowledgeable 18-29","132","1988","76.3","46.8"
"age and knowledge","More knowledgeable 18-29","114","1990","70","45.3"
"age and knowledge","More knowledgeable 18-29","173","1992","67.4","39.5"
"age and knowledge","More knowledgeable 18-29","163","1994","70.1","39.3"
"age and knowledge","More knowledgeable 18-29","129","1996","70.2","40.4"
"age and knowledge","More knowledgeable 18-29","126","1998","70","39.3"
"age and knowledge","More knowledgeable 18-29","92","2000","71.3","42.9"
"age and knowledge","More knowledgeable 18-29","88","2004","72.4","33.5"
"age and knowledge","More knowledgeable 18-29","83","2008","70.1","35.7"
"age and knowledge","More knowledgeable 18-29","122","2012","68.6","33.2"
"age and knowledge","More knowledgeable 18-29","309","2016","66.5","27.5"
"age and knowledge","More knowledgeable 18-29","464","2020","64.9","20.5"
"age and knowledge","More knowledgeable 18-29","281","2024","67.8","23.9"
"age and knowledge","Less knowledgeable 30-44","173","1978","70.3","49.3"
"age and knowledge","Less knowledgeable 30-44","68","1980","76.4","51.2"
"age and knowledge","Less knowledgeable 30-44","241","1982","73.8","43.5"
"age and knowledge","Less knowledgeable 30-44","191","1984","72.5","49.9"
"age and knowledge","Less knowledgeable 30-44","383","1986","73.6","47.9"
"age and knowledge","Less knowledgeable 30-44","201","1988","73","48.1"
"age and knowledge","Less knowledgeable 30-44","259","1990","71.3","49.4"
"age and knowledge","Less knowledgeable 30-44","262","1992","70","44.8"
"age and knowledge","Less knowledgeable 30-44","127","1994","67.9","47.3"
"age and knowledge","Less knowledgeable 30-44","121","1996","70.4","47.6"
"age and knowledge","Less knowledgeable 30-44","127","1998","68.6","48"
"age and knowledge","Less knowledgeable 30-44","185","2000","69.7","44.8"
"age and knowledge","Less knowledgeable 30-44","103","2004","72.5","42.6"
"age and knowledge","Less knowledgeable 30-44","318","2008","70.2","37.2"
"age and knowledge","Less knowledgeable 30-44","67","2012","68","28.4"
"age and knowledge","Less knowledgeable 30-44","247","2016","70.5","31.9"
"age and knowledge","Less knowledgeable 30-44","631","2020","71.3","24.2"
"age and knowledge","Less knowledgeable 30-44","444","2024","68","21.5"
"age and knowledge","More knowledgeable 30-44","358","1978","68","45.8"
"age and knowledge","More knowledgeable 30-44","261","1980","68.1","45.6"
"age and knowledge","More knowledgeable 30-44","116","1982","73","44.5"
"age and knowledge","More knowledgeable 30-44","337","1984","73.5","43.5"
"age and knowledge","More knowledgeable 30-44","225","1986","71.6","44.1"
"age and knowledge","More knowledgeable 30-44","337","1988","74.3","41.2"
"age and knowledge","More knowledgeable 30-44","298","1990","68.4","44.6"
"age and knowledge","More knowledgeable 30-44","414","1992","66.8","38.8"
"age and knowledge","More knowledgeable 30-44","425","1994","69.5","37.8"
"age and knowledge","More knowledgeable 30-44","363","1996","69.8","38.1"
"age and knowledge","More knowledgeable 30-44","238","1998","68.2","37.5"
"age and knowledge","More knowledgeable 30-44","245","2000","72.3","40.9"
"age and knowledge","More knowledgeable 30-44","132","2004","71.3","39.6"
"age and knowledge","More knowledgeable 30-44","166","2008","68.7","33.2"
"age and knowledge","More knowledgeable 30-44","257","2012","67.1","28.3"
"age and knowledge","More knowledgeable 30-44","593","2016","66.4","25.3"
"age and knowledge","More knowledgeable 30-44","1073","2020","68.7","18.9"
"age and knowledge","More knowledgeable 30-44","693","2024","66","19.9"
"age and knowledge","Less knowledgeable 45-59","105","1978","76.2","50.5"
"age and knowledge","Less knowledgeable 45-59","51","1980","77.9","58.4"
"age and knowledge","Less knowledgeable 45-59","146","1982","74.9","45.8"
"age and knowledge","Less knowledgeable 45-59","118","1984","78.8","50.6"
"age and knowledge","Less knowledgeable 45-59","198","1986","74.9","46.1"
"age and knowledge","Less knowledgeable 45-59","90","1988","75.2","46.6"
"age and knowledge","Less knowledgeable 45-59","111","1990","75.4","51.8"
"age and knowledge","Less knowledgeable 45-59","128","1992","68.9","46.5"
"age and knowledge","Less knowledgeable 45-59","55","1994","70.8","47.7"
"age and knowledge","Less knowledgeable 45-59","60","1996","72.6","43.3"
"age and knowledge","Less knowledgeable 45-59","59","1998","72.9","40.6"
"age and knowledge","Less knowledgeable 45-59","141","2000","73.6","42.6"
"age and knowledge","Less knowledgeable 45-59","96","2004","74.1","45.1"
"age and knowledge","Less knowledgeable 45-59","317","2008","71.2","35.8"
"age and knowledge","Less knowledgeable 45-59","90","2012","70.3","34.1"
"age and knowledge","Less knowledgeable 45-59","194","2016","67.3","30.5"
"age and knowledge","Less knowledgeable 45-59","517","2020","73.6","23.6"
"age and knowledge","Less knowledgeable 45-59","384","2024","70.6","22.4"
"age and knowledge","More knowledgeable 45-59","287","1978","71.4","49.7"
"age and knowledge","More knowledgeable 45-59","205","1980","72.7","46.2"
"age and knowledge","More knowledgeable 45-59","97","1982","72.4","42.9"
"age and knowledge","More knowledgeable 45-59","212","1984","76.3","46.2"
"age and knowledge","More knowledgeable 45-59","150","1986","74.9","41.3"
"age and knowledge","More knowledgeable 45-59","207","1988","77.5","47.8"
"age and knowledge","More knowledgeable 45-59","192","1990","70.7","42.1"
"age and knowledge","More knowledgeable 45-59","281","1992","68.3","39"
"age and knowledge","More knowledgeable 45-59","272","1994","69.4","41.2"
"age and knowledge","More knowledgeable 45-59","270","1996","72.3","42.2"
"age and knowledge","More knowledgeable 45-59","214","1998","69.6","36.7"
"age and knowledge","More knowledgeable 45-59","242","2000","72.9","35.9"
"age and knowledge","More knowledgeable 45-59","178","2004","74.3","37.2"
"age and knowledge","More knowledgeable 45-59","218","2008","70.7","30"
"age and knowledge","More knowledgeable 45-59","245","2012","69.1","32.2"
"age and knowledge","More knowledgeable 45-59","753","2016","66.4","23.8"
"age and knowledge","More knowledgeable 45-59","1139","2020","70.9","16.5"
"age and knowledge","More knowledgeable 45-59","670","2024","69.6","20.8"
"age and knowledge","Less knowledgeable 60+","127","1978","77.2","50.7"
"age and knowledge","Less knowledgeable 60+","85","1980","80.2","47.7"
"age and knowledge","Less knowledgeable 60+","209","1982","80","45.9"
"age and knowledge","Less knowledgeable 60+","156","1984","76.3","48"
"age and knowledge","Less knowledgeable 60+","257","1986","78.6","49.4"
"age and knowledge","Less knowledgeable 60+","98","1988","77.6","45.3"
"age and knowledge","Less knowledgeable 60+","167","1990","75.6","49.1"
"age and knowledge","Less knowledgeable 60+","148","1992","78.3","44.4"
"age and knowledge","Less knowledgeable 60+","71","1994","77.7","52.9"
"age and knowledge","Less knowledgeable 60+","82","1996","77.3","46.1"
"age and knowledge","Less knowledgeable 60+","51","1998","76.7","45.2"
"age and knowledge","Less knowledgeable 60+","134","2000","77.4","41.7"
"age and knowledge","Less knowledgeable 60+","88","2004","77.2","47.1"
"age and knowledge","Less knowledgeable 60+","217","2008","74.3","35.7"
"age and knowledge","Less knowledgeable 60+","53","2012","72.4","33.4"
"age and knowledge","Less knowledgeable 60+","207","2016","71.1","26.7"
"age and knowledge","Less knowledgeable 60+","555","2020","76.4","22.1"
"age and knowledge","Less knowledgeable 60+","561","2024","75.2","23.7"
"age and knowledge","More knowledgeable 60+","242","1978","77.4","45.8"
"age and knowledge","More knowledgeable 60+","200","1980","76.1","45.2"
"age and knowledge","More knowledgeable 60+","112","1982","74.6","43.7"
"age and knowledge","More knowledgeable 60+","224","1984","79.5","44.3"
"age and knowledge","More knowledgeable 60+","173","1986","78.7","44.7"
"age and knowledge","More knowledgeable 60+","276","1988","80.7","47.1"
"age and knowledge","More knowledgeable 60+","283","1990","73.9","45.4"
"age and knowledge","More knowledgeable 60+","321","1992","73.6","40.6"
"age and knowledge","More knowledgeable 60+","333","1994","72.7","44.1"
"age and knowledge","More knowledgeable 60+","303","1996","76.5","39.9"
"age and knowledge","More knowledgeable 60+","204","1998","74.4","41.6"
"age and knowledge","More knowledgeable 60+","204","2000","75","39.8"
"age and knowledge","More knowledgeable 60+","158","2004","78.7","32.9"
"age and knowledge","More knowledgeable 60+","238","2008","70.8","34.6"
"age and knowledge","More knowledgeable 60+","221","2012","72.4","26.4"
"age and knowledge","More knowledgeable 60+","905","2016","68.7","22.6"
"age and knowledge","More knowledgeable 60+","2099","2020","74.4","15.5"
"age and knowledge","More knowledgeable 60+","1355","2024","75.2","16.5"
"region and knowledge","Less knowledgeable in South","166","1978","73.1","53.8"
"region and knowledge","Less knowledgeable in South","95","1980","79.1","49.5"
"region and knowledge","Less knowledgeable in South","238","1982","79.6","46.1"
"region and knowledge","Less knowledgeable in South","221","1984","77.4","48.5"
"region and knowledge","Less knowledgeable in South","385","1986","77.3","49.7"
"region and knowledge","Less knowledgeable in South","229","1988","76.1","47.6"
"region and knowledge","Less knowledgeable in South","259","1990","71.8","50.2"
"region and knowledge","Less knowledgeable in South","247","1992","75.1","47.1"
"region and knowledge","Less knowledgeable in South","167","1994","71.4","49.2"
"region and knowledge","Less knowledgeable in South","141","1996","74.4","46.3"
"region and knowledge","Less knowledgeable in South","113","1998","74.6","48.5"
"region and knowledge","Less knowledgeable in South","180","2000","74","43.5"
"region and knowledge","Less knowledgeable in South","121","2004","76.8","45.3"
"region and knowledge","Less knowledgeable in South","468","2008","73","37.5"
"region and knowledge","Less knowledgeable in South","95","2012","73","38.4"
"region and knowledge","Less knowledgeable in South","294","2016","71.2","31.2"
"region and knowledge","Less knowledgeable in South","708","2020","75.1","23.6"
"region and knowledge","Less knowledgeable in South","500","2024","70.5","23.2"
"region and knowledge","More knowledgeable in South","303","1978","72.6","47.2"
"region and knowledge","More knowledgeable in South","245","1980","72.8","47.1"
"region and knowledge","More knowledgeable in South","117","1982","73.2","45.8"
"region and knowledge","More knowledgeable in South","218","1984","75.9","44.2"
"region and knowledge","More knowledgeable in South","202","1986","75.6","44.7"
"region and knowledge","More knowledgeable in South","252","1988","79.5","46.3"
"region and knowledge","More knowledgeable in South","225","1990","75.8","45.2"
"region and knowledge","More knowledgeable in South","322","1992","71.4","41.1"
"region and knowledge","More knowledgeable in South","370","1994","71.8","42.2"
"region and knowledge","More knowledgeable in South","332","1996","74.6","42.1"
"region and knowledge","More knowledgeable in South","257","1998","73.5","39.8"
"region and knowledge","More knowledgeable in South","239","2000","73.3","35.5"
"region and knowledge","More knowledgeable in South","180","2004","78.2","38.5"
"region and knowledge","More knowledgeable in South","316","2008","71.6","33"
"region and knowledge","More knowledgeable in South","310","2012","71.2","28.1"
"region and knowledge","More knowledgeable in South","792","2016","68.3","23.9"
"region and knowledge","More knowledgeable in South","1442","2020","73.5","17.5"
"region and knowledge","More knowledgeable in South","1009","2024","71.9","19.5"
"region and knowledge","Less knowledgeable in Nonsouth","430","1978","71.1","48.1"
"region and knowledge","Less knowledgeable in Nonsouth","200","1980","73","51.6"
"region and knowledge","Less knowledgeable in Nonsouth","537","1982","73.4","43.9"
"region and knowledge","Less knowledgeable in Nonsouth","458","1984","73.1","48.3"
"region and knowledge","Less knowledgeable in Nonsouth","780","1986","73","46.8"
"region and knowledge","Less knowledgeable in Nonsouth","347","1988","74","46.9"
"region and knowledge","Less knowledgeable in Nonsouth","526","1990","71.7","49"
"region and knowledge","Less knowledgeable in Nonsouth","482","1992","69.2","45.4"
"region and knowledge","Less knowledgeable in Nonsouth","201","1994","68","47.3"
"region and knowledge","Less knowledgeable in Nonsouth","176","1996","68.6","44.6"
"region and knowledge","Less knowledgeable in Nonsouth","208","1998","68.6","46.1"
"region and knowledge","Less knowledgeable in Nonsouth","376","2000","71.1","43.7"
"region and knowledge","Less knowledgeable in Nonsouth","262","2004","70.9","44.3"
"region and knowledge","Less knowledgeable in Nonsouth","622","2008","69.8","35.2"
"region and knowledge","Less knowledgeable in Nonsouth","181","2012","68.2","33.2"
"region and knowledge","Less knowledgeable in Nonsouth","588","2016","65.9","29.9"
"region and knowledge","Less knowledgeable in Nonsouth","1416","2020","71.6","23.2"
"region and knowledge","Less knowledgeable in Nonsouth","1127","2024","68.8","22.8"
"region and knowledge","More knowledgeable in Nonsouth","840","1978","70.3","47.1"
"region and knowledge","More knowledgeable in Nonsouth","625","1980","70.4","44.8"
"region and knowledge","More knowledgeable in Nonsouth","288","1982","72","43.1"
"region and knowledge","More knowledgeable in Nonsouth","752","1984","74.9","43.8"
"region and knowledge","More knowledgeable in Nonsouth","457","1986","74.1","43"
"region and knowledge","More knowledgeable in Nonsouth","700","1988","76.3","44.6"
"region and knowledge","More knowledgeable in Nonsouth","662","1990","69.2","44.1"
"region and knowledge","More knowledgeable in Nonsouth","867","1992","68.2","38.8"
"region and knowledge","More knowledgeable in Nonsouth","823","1994","69.7","39.7"
"region and knowledge","More knowledgeable in Nonsouth","734","1996","71","38.9"
"region and knowledge","More knowledgeable in Nonsouth","535","1998","68.8","38.1"
"region and knowledge","More knowledgeable in Nonsouth","547","2000","72.9","41.2"
"region and knowledge","More knowledgeable in Nonsouth","376","2004","72.6","35"
"region and knowledge","More knowledgeable in Nonsouth","402","2008","69.3","32.9"
"region and knowledge","More knowledgeable in Nonsouth","562","2012","68.6","29.9"
"region and knowledge","More knowledgeable in Nonsouth","1826","2016","66.4","24.6"
"region and knowledge","More knowledgeable in Nonsouth","3508","2020","69.6","17.2"
"region and knowledge","More knowledgeable in Nonsouth","2131","2024","69.7","19.6"
